"id","id_veh","fecha_ing","costo_mo","kilometraje","pre_repu","det_repar","des_repu"
"2946","1189","2018-07-12","1000","207425","1500","reemplazo de filtros ","filtro aire aceite comb. acite motor"
"2947","562","2018-07-13","1200","51430","4300","radiador","reemplazo de radiador"
"2948","1296","2018-07-13","1200","157628","1200","reemplazo de discos y pastillas ","provistos"
"2949","1295","2018-07-13","2500","131731","0","reemplazo de kit dist.","provistos"
"2950","801","2018-07-13","1400","120596","2440","serv","filtro aire aceite comb. aceite motor"
"2951","1169","2018-07-12","1500","37797","2264","serv.","reemplazo de filtro aire aceite polen aceite motor"
"2952","1297","2018-07-06","600","128570","0","control","control"
"2953","944","2018-07-10","1200","96689","1660","reemplazo termostato y pastillas","pastillas de freno termostato"
"2954","806","2018-07-10","1600","105366","2330","reemplazo de filtros ","filtro aire aceite y aceite motor"
"2955","1298","2018-07-10","3000","61112","600","reemplazo de kit dist. bujes est.","provistos"
"2956","1034","2018-07-26","800","157723","900","reemplazo termostato","termostato"
"2957","1251","2018-07-26","1200","27002","2540","reemplazo de pipeta termosrefrig manguera calafa","pipeta termostato"
"2958","1033","2018-07-25","1200","65927","3100","reemplazo de bobina ","bobina "
"2959","1297","2018-07-06","600","128570","0","control","control"
"2960","1301","2018-07-23","1500","49329","2070","serv","acite filtro aire comb. aceite motor"
"2961","1068","2018-07-24","1500","54197","2070","serv","filtro aire aceite avitaculo  aceite de motor"
"2962","971","2018-07-23","4300","60133","0","remplazo de filtros y correas","provistos"
"2963","1080","2018-07-24","2000","179145","5560","reemplazo de pastillas de freno tras del filtros","pastillas tras. del. filtro aire aceite aceite motor "
"2964","1303","2018-07-11","12000","221354","16770","serv. emb","kit emb. filtro aire caeite comb. aceite motor"
"2965","849","2018-07-27","0","52957","1620","reemplazo de aceite y filtros aceite de motor","aceite motor filtro aire aceite"
"2966","1003","2018-08-13","0","96694","570","reemplazo correa poliv","1 correa poliv"
"2967","1274","2018-08-22","200","159525","4300","reemplazo de filtros aceite comb. aceite motor ","filtro aire aceite comb. acete motor "
"2968","996","2018-08-31","1700","100030","2140","reemplazo de filtros ","aire aceite  aceite motor "
"2969","1113","2018-08-06","500","16330","0","control","ninguno"
"2970","1099","2018-08-21","1200","35699","1200","servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro combustible, 5 lts aceite, 4 balanceos"
"2971","346","2018-08-21","15000","112332","14980","reparacion tapa cilindros","1 reparacion tapa, 1 junta tapa, 1 juego bulones, 1 biela, 2 refrig, 1 filtro aceite, 4 lts aceite"
"2972","1304","2018-08-22","3500","59998","0","distribucion","provistos"
"2973","1305","2018-08-22","1600","122235","2800","reemplazo amortiguador","1 amort del izq"
"2974","1306","2018-08-23","1600","107700","3170","servicio","1 filtro de aire, 1 filtro de aceite, 6 lts aceite"
"2975","1147","2018-08-24","1500","69588","1960","servicio","1 filtro de aceite, 5 lts aceite sintetico"
"2976","1000","2018-08-23","1500","121277","2490","servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro comb, 5 lts aceite"
"2977","642","2018-08-28","1800","127848","3120","servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro comb, 5 lts aceite, 4 bujias"
"2978","834","2018-08-28","1600","129603","2560","servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro comb, 5 lts aceite"
"2979","1285","2018-08-15","3500","60104","0","distribucion","provistos"
"2980","1307","2018-08-16","2800","114943","4510","frenos y amortiguacion","2 cilindros, 4 cintas freno, 2 rectificado campanas, 1 amort del, 2 lamp stop"
"2981","1308","2018-08-16","800","41143","1600","reemplazo pastillas","1 juego pastillas"
"2982","48","2018-06-16","3000","245621","3230","tren delantero","2 bujes de parrilla, 2 bieletas, 1 flexible, 1 bujia, 1 litro liquido direccion"
"2983","562","2018-07-26","2400","54289","5500","distribucion y servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro comb, 3 lts aceite, 1 kit distribucion, 1 correa alt, 1 sensor, 2 tras"
"2984","1075","2018-08-09","1000","80774","1880","frenos","2 cil frenos, 2 campanas rect, 4 cintas freno"
"2985","561","2018-09-06","1300","158939","680","reemplazo canio","1 caÃ±o de agua"
"2986","368","2018-09-06","4300","68784","5540","reemplazo tapones y distribucion","4 tapones tapa cil, 1 kit dist, 1 tensor alt"
"2987","985","2018-09-06","1600","130093","4690","reemplazo sensor","1 sensor mad, 1 diagnostico, 1 lampara"
"2988","1309","2018-08-29","1600","30842","2880","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 4 balanceos"
"2989","561","2018-08-24","600","158582","1400","reemplazo precap","1 precap, 1 alineacion"
"2990","1123","2018-08-22","3800","230821","6700","distribucion","1 kit dist, 2 cruzetas"
"2991","181","2018-08-14","1800","207824","2990","reemplazo amortiguadores","2 amortiguadores traseros, 1 flexible"
"2992","1310","2018-08-14","3500","146147","600","reemplazo manguera","1 manguera"
"2993","1035","2018-08-10","1600","122737","2240","reemplazo bomba agua","1 bomba agua, 2 tensores, 1 liq refrig"
"2994","1069","2018-08-06","1600","169680","1890","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"2995","871","2018-08-03","250","89028","250","control","2 lamp"
"2996","1311","2018-08-03","700","122946","700","reemplazo correa alt","1 correa alt"
"2997","923","2018-08-02","3300","110064","0","distribucion","provistos"
"2998","1312","2018-08-08","3800","51597","0","reemplazo bomba agua y kit dist","provistos"
"2999","34","2018-08-01","4500","313896","10820","distribucion, servicio","1 kit dist, 4 iny reparados, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 4 arandelas iny"
"3000","1313","2018-08-02","350","145563","770","reemplazo deposito","1 deposito, 1 refrig"
"3001","1314","2018-07-31","3500","131610","10560","distribucion y tren delantero","1 diag, 1 kit distr, 1 alineacion, 2 precap, 1 extremo, 2 bieletas, 1 parrilla, 1 ruleman compresor a/a"
"3002","801","2018-07-31","2400","123687","8520","reemplazo amortiguadores del","2 amort"
"3003","527","2018-07-27","2500","63707","1680","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"3004","28","2018-07-27","1800","159662","2820","reemplazo correa y bomba agua","1 correa alt, 2 ruedas tens, 1 bomba agua, 1 refrig"
"3005","1198","2018-07-30","3500","80377","4750","distribucion","1 kit dist, 1 correa alt"
"3006","561","2018-08-01","1000","158310","0","servicio","provistos"
"3007","1315","2018-08-08","4000","266026","1800","dist","kit provisto, aceite y filtro"
"3008","994","2018-08-09","2000","80167","2040","servicio y freno de mano","1 filtro aire, 1 filtro aceite, 5 lts aceite, 2 lamp"
"3009","1316","2018-08-09","600","66242","2480","reemplazo bujias","4 bujias, 1 diag"
"3010","858","2018-08-01","1500","195380","2530","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 balanceos"
"3011","173","2018-08-02","1400","97994","2450","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 4 balanceos"
"3012","1317","2018-07-30","1500","357254","2760","servicio","7 lts aceite, 1 correa alt, 1 lt grasa dif"
"3013","1318","2018-08-08","2500","80554","4400","distribucion y bomba de agua","1 correa dist, 1 tensor, 1 bomba agua, 1 correa alt, 1 correa aire, 1 lt refrig"
"3014","571","2018-08-08","1000","61442","400","reemplazo de bujes","1 juego de bujes"
"3015","1319","2018-09-27","4000","55388","11840","reemplazo de botadores y balancines de valvulas","botadores , balancines "
"3016","981","2018-09-27","3500","178985","7300","regular frenos tras y reemplazo de bomba de embrague ","bomba de embrague y regular frenos trasero"
"3017","1268","2018-09-24","2800","140072","0","limpieza inyectores","limpieza inyectores"
"3018","1135","2018-09-03","6000","80627","5300","reemplazo de crapodina de emb.","crapodina de emb."
"3019","1215","2018-09-19","1200","66294","8900","reemplazo de parrilla y reparacion de modulo ","rep modulo y parrilla de susp"
"3020","1058","2018-09-13","1500","118437","500","reemplazo de termostato","termostato"
"3021","1321","2018-09-13","1800","105924","4300","reemplazo de valvula marcha lenta ","valvula "
"3022","1133","2018-09-05","2500","103386","0","reemplazo de amort. del","provisto"
"3023","1322","2018-09-04","3500","229025","0","reemplazo de botadores","proviostos"
"3024","1323","2018-08-30","1800","31453","1400","reemplazo de caÃ±o de agua y manguera ","manguera  caÃ±o agua "
"3025","1274","2018-08-30","1800","160090","3840","reemplazo de reten dif.","reten dif.y grasa dif."
"3026","935","2018-09-07","5000","92188","9850","reemplazo de kit distribucion bomba de agua ","kit dist. bomba agua refrig."
"3027","173","2018-09-21","5000","98846","6800","reemplazo de kit emb.","kit emb."
"3028","1324","2018-09-28","600","37680","900","reemplazo de correa ","correa alt."
"3029","1326","2018-09-27","2000","33198","3710","reemplazo de filtros","filtro aire aceite escape reparacion y aceite motor"
"3030","1075","2018-09-28","1200","83441","680","reemplazo de caÃ±o de agua y mang.","caÃ±o calefa y manguera agua "
"3031","1327","2018-11-01","3500","85262","5745","reemplazo de kit distribucion completo y correa alternador","kit distribucion completo y correa alternador"
"3032","1202","2018-10-02","1800","131300","0","reemplazo de filtros ","provistos "
"3033","1328","2018-10-01","1300","21502","2400","reemplazo de filtros","filtro aire aceite aceite motor balanceo"
"3034","1256","2018-10-12","1800","139844","0","reemplazo bobina","provisto"
"3035","1329","2018-08-17","3000","164284","6730","cables bujias pipeta termostatocorrea alt.","tensor correa cables bujias "
"3036","447","2018-10-18","2500","149914","4400","reemplazo de pipeta y bomba de agua","pipeta,bomba de agua,refrigerante"
"3037","1330","2018-10-16","12000","78016","6950","reemplazo junta tapa de cilindro","junta descarbonisacion ,reten leva,juego de bulones,aceite y filtro, refrigerante , bujias"
"3038","858","2018-11-07","2800","207964","5070","reemplazo de filtros ","filtro aire aceite rotula izquierda  bieleta"
"3039","1179","2018-11-22","2500","85182","8460","remplazo de pastillas y filtros","pastillas del y tras filtro aire aceite "
"3040","1181","2018-11-22","200","112825","5070","filtros y limpieza sircuito","aceite filtro aire comb. limp sircuito"
"3041","1003","2018-12-03","0","101755","760"," servicio, rotacion y balanceo","filtro aceite, filtro aire, 4 lts aceite,"
"3042","1331","2018-09-13","1500","61613","1200","reemplazo de bujes de barra ","bujes de barra "
"3043","1332","2018-09-12","14600","230335","29500","reparacion de tapa cil y frenos ","reparacion de tapa cil bulones correa dist. juntas tapa cil frenos tras completo reparacion tren del"
"3044","28","2018-09-10","5000","160561","8710","reemplazo de kit emb.","kit emb. y racort agua"
"3045","1333","2018-09-13","1300","291464","2580","reparaciÃ³n instalaciÃ³n","filtro comb."
"3046","1236","2018-09-20","700","4886258758","1100","reemplazo de bujias","bujias"
"3047","1334","2018-09-18","2400","153181","2880","reemplazo de ruleman palier","ruleman palier"
"3048","1335","2018-10-08","3500","153292","3770"," reemplazo kit distri y bomba agua ","bomba de agua kit dist"
"3049","15","2018-10-09","4500","160182","0","reemplazo de kit dist. taco motor refrig","provistos"
"3050","1336","2018-09-20","7000","56287","18220","reemplazo de cables bujias bomba de embrague , bombin de y placa disco","kit emb. bomba cables bujias "
"3051","788","2018-10-05","1200","68837","1700","tensores correa ","2 tensores "
"3052","1338","2018-08-17","1500","27881","2510","reemplazo de filtros aceite","filtro aire aceite comb. aceite motor "
"3053","1339","2018-07-04","1800","38606","3390","reemplazo de filtros ","filtros aire aceite comb. bujias  aceite "
"3054","1340","2018-10-01","2000","138123","6000","reemplazo de radiador limp sirc.","radiador "
"3055","1341","2018-09-01","3000","173913","0","reemplazo de kit dist.","provisto"
"3056","1342","2018-08-26","1200","212257","2390","reemplazo de caja termosto","termostato y refrig."
"3057","801","2018-12-04","300","132536","4650","reemplazo de filtros ","filtro aire aceite rectificado de discos de freo "
"3058","1148","2018-12-07","2000","72465","8200","reemplazo de filtros pastillas","filtro aire aceite aceite motor pastillas "
"3059","1135","2019-01-08","2500","85877","6180","reemplazo de termostato y manguera ","manguera  agua radiador pipeta termostato"
"3060","1181","2019-01-11","1500","115259","3180","reemplazo de baterÃ­a y limpieza de cuerpo mariposa ","baterÃ­a "
"3061","753","2019-01-21","2000","122934","5560","reemplazo de fiultros aire aceitea comb. polen ","filtro aire aceite comb. polen"
"3062","1150","2019-01-23","2000","95984","4480","reemplazo de filtros ","aceite  filtro aire aceite comb."
"3063","1226","2019-01-31","3500","93383","4680","reemplazo bieleta junta tapa val cintas de freno ","bieta cintas bujias"
"3064","603","2019-02-07","2000","132822","5980","reemplazo de aceite filtro aire comb. filtro polen ","acite comb. aire polen "
"3065","1189","2019-02-12","2000","223315","6360","filtros frenos tras","aire aceite comb. frenos tras completo "
"3066","1149","2018-11-28","1700","183639","2200","frenos tras","frenos tras completos"
"3067","925","2019-02-21","2500","70668","2500","reemplazo bomba emb.","bomba emb."
"3068","1343","2016-08-06","500","16330","000","control general",
"3069","571","2018-08-08","1000","61442","400","control","1 juego de bujes"
"3070","1344","2018-08-08","2500","80554","4400","distribucion","1 correa distribucion
1 tensor
1 b agua
1 correa act
1 correa aire
1 litro refrig
"
"3071","1317","2018-07-30","1500","357254","2760","servicio","1 correa ali
1 lts grasa dif
7 lts aceite"
"3072","858","2017-08-01","1500","195380","2530","serv","1 filtro aire
1 filtro aceite
5 lts aceite
4 balanceos"
"3073","1316","2018-08-09","600","66242","2480","bujias","4 bujias
1 diag"
"3074","1288","0000-00-00","2600","71435","1000","dist","1 correa dist
1correa alt"
"3075","1345","2019-04-05","0","33022","759","Reemplazo bomba de freno","1 bomba de freno"
"3076","285","2019-04-09","2500","65630","6060","reemplazo de filtros ","filtro aire aceite bujias pastillas de freno tras."
"3077","1096","2019-05-02","3000","81514","6390","reemplazo de ruleman de rueda tras fuelle de semieje discos y pastillas de freno","ruleman pastllas discos de freno fuelle de caja aceite caja"
"3078","1345","2019-05-03","0","33667","1000","motor completo","aros"
"3079","1155","2018-11-28","1800","75125","3700","servicio","1 filtro aceite, 1 filtro aire, 1 filtro comb, 5 lts aceite"
"3080","304","2018-11-07","6000","264060","10410","reemplazo de bujes, precap, homocinetica, parrillas, pastillas","2 bujes est, 2 precap, 1 parrilla susp izq, 1 rotula inf izq, 1 juego past, 1 homocinetica, 1 alineacion"
"3081","1346","2019-01-16","1200","137680","3500","reemplazo de taco motor","1 taco motor"
"3082","869","2019-01-16","2000","46068","2860","servicio","1 filtro aceite, 1 filtro aire, 5 lts aceite"
"3083","1314","2018-11-22","15000","0","16500","tapa cilindros","1 bomba agua, 1 correa dist, 2 refrig, 1 pipeta porta termo, 1 juego junta descarb, 1 juego bulones tapa cil, 1 reparacion tapa cil"
"3084","806","2019-02-01","2000","108526","4160","servicio","1 filtro aceite, 5 lts aceite"
"3085","646","2019-01-31","2000","28884","2850","servicio","1 filtro aceite, 1 filtro aire, 5 lts aceite, 1 lamp h7"
"3086","1347","2018-11-16","0","90402","4430","servicio","1 filtro polen, 4 bujias, 1 filtro aceite, 5 lts aceite"
"3087","1348","2018-11-15","1800","123428","380","embrague","1 juego de bujes"
"3088","1349","2019-01-26","2800","0","6260","reemplazo amortiguadores y bujes","2 amortiguadores del, 2 bujes parra est, 1 alineacion"
"3089","1350","2018-11-15","2000","44912","4190","servicio","1 filtro aceite, 1 filtro aire, 1 juego past freno, 5 lts aceite"
"3090","314","2019-01-18","1000","73093","800","reemplazo past y junta tapa valv","1 junta tapa valv"
"3091","944","2019-01-17","0","101791","10500","embrague","1 kit embrague"
"3092","1351","2019-05-09","1600","168469","600","reemplazo de junta  pipeta","juntas pipeta "
"3093","257","2019-01-14","2000","146635","3200","filtros aceites","aceite motor filtro aire aceite comn."
"3094","257","2019-05-10","1600","147594","3200","reemplazo de bujias ","4 bujias incandescente "
"3095","1198","2019-05-13","2500","95317","6500","reemplazo de amortiguador del derecho","amortiguador y cazoleta"
"3096","1352","2019-01-17","2000","18652","2900","servicio","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite"
"3097","1035","2019-01-16","2200","128963","2990","reemplazo pipeta y manguera","1 pipeta porta termostato, 1 refrig, 2 mangueras calef"
"3098","1354","2018-11-22","2000","11040","3820","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 balanceos"
"3099","994","2018-11-27","1900","84666","5000","reemplazo ruleman compresor","1 ruleman, 2 tensores, 1 carga a/a"
"3100","1355","2018-12-07","2000","110347","5410","servicio","1 filtro aire, 1 filtro aceite, 1 filtro de comb, 5 lts aceite, 1 pastilla"
"3101","1048","2018-12-07","2600","154702","0","reemplazo de amortiguadores del","provistos"
"3102","1356","2018-12-06","2500","157749","1940","reemplazo de bujias","4 bujias, 1 diag"
"3103","1357","2018-12-05","5000","28356","2200","diagnostico","diagnostico"
"3104","1358","2018-12-05","3800","74065","5436","distribucion","1 kit dist, 1 correa alt"
"3105","1358","2018-12-05","1000","73035","1400","reemplazo pastillas","1 juego pastillas"
"3106","1195","2018-11-16","2000","80073","4880","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 7 lts aceite, 1 filtro polen"
"3107","1154","2018-12-04","1900","41689","980","frenos traseros","2 cilindros, 1 resorte"
"3108","1359","2018-11-21","1500","34789","3890","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"3109","1360","2018-11-14","5000","73548","15060","distribucion y servicio","1 kit de distribucion, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"3110","1361","2018-11-22","3000","173750","6270","frenos traseros y cruceta","1 cruceta cardan, 2 rectificados campanas, 2 cilindros freno, 4 cintas recambio, 1/2 liq freno, 2 cables freno mano"
"3111","1362","2018-11-20","4500","103987","12370","servicio, reemplazo amort tras y pastillas","1 juego pastillas, 2 amort tras, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 7 lts aceite"
"3112","1363","2018-11-20","2800","163553","4080","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 7 lts aceite, 1 juego bocina"
"3113","1364","2018-11-14","6500","135700","13850","tren del","1 factura, 4 bujes, 1 alineacion"
"3114","801","2018-12-04","3000","132536","4650","servicio","2 rectificado discos, 1 filtro aire, 1 filtro aceite, 5 lts aceite"
"3115","1253","2018-12-04","2500","127143","1780","servicio (repuestos provistos)","2 refrig, 2 ruedas tensoras"
"3116","874","2018-12-11","5000","93054","11730","distribucion y servicio","1 bomba agua, 2 correas elasticas, 1 refig, 1 kit dist, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 7 lts aceite"
"3117","1209","2019-01-03","2000","60801","4290","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 2 escobillas"
"3118","1269","2019-01-03","4000","69655","7240","reemplazo cuerpo bomba agua","1 cuerpo bomba de agua, 1 correa bomba agua, 2 refrig"
"3119","1365","2019-01-18","2200","75054","3470","servicio y reemplazo bateria","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 1 bateria"
"3120","992","2019-02-01","3500","118718","3260","distribucion y reemplazo de bujias","1 kit de distribucion, 1 correa alternador, 4 bujias"
"3121","93","2019-01-28","2800","137421","3600","reemplazo bujias, bujes parrilla","4 bujias, 1 filtro comb, 2 bujes parrilla tras der"
"3122","1366","2019-01-30","4200","144104","0","reemplazo cables cambio","provistos"
"3123","759","2019-01-29","2000","351995","4400","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 juego pastillas, 4 balanceos"
"3124","1166","2019-01-29","2000","71270","3900","servicio","4 bujias, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"3125","468","2019-01-29","1800","176577","1200","reemplazo correa alt y filtro polen","1 correa alt, 1 filtro habitaculo"
"3126","1367","2019-01-28","2500","127392","0","embrague","1 bomba embrague y 1 buje (provistos)"
"3127","1188","2019-01-21","2200","52191","2200","servicio","filtros provistos, 5 lts aceite"
"3128","897","2019-01-21","2000","74131","7770","servicio, frenos tras completos","1 filtro aire, 1 filtro aceite, 1 filtro comb,5 lts aceite, valvula calefa, frenos tras completos"
"3129","1224","2019-01-29","4200","58763","8090","distribucion, bomba agua","1 kit dist, 1 correa alt, 1 bomba agua, 2 refrig"
"3130","1310","2019-01-09","1000","150186","1600","reemplazo de resistencia","1 resistencia"
"3131","1033","2019-01-10","1300","69260","2990","reemplazo filtros","1 filtro aceite, 5 lts aceite, 2 refrig"
"3132","1184","2018-12-13","2000","49348","3340","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"3133","1131","2018-12-13","700","139830","0","reemplazo oring","1 oring"
"3134","1167","2019-01-09","6000","77821","11310","servicio y embrague","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 1 cazoleta, 1 kit embrague, 2 retenes"
"3135","1341","2019-01-24","1600","181865","280","reemplazo bujes palanca cambios","1 juego de bujes"
"3136","571","2019-01-24","0","65614","2180","reemplazo bulbo stop y diag","1 bulbo stop, 1 diag"
"3137","178","2019-01-22","14000","88736","9600","tapa cil","1 frenteo tapa, 1 juntas descarb, juntas tapa cil, 1 limp circuito agua, 1 juego bulones"
"3138","157","2019-01-22","2000","117963","3080","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 filtro comb"
"3139","34","2019-01-11","1500","0","1240","varios","1 bulbo marcha atras, 1 correa"
"3140","1204","2019-01-04","2000","105275","2760","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"3141","1368","2018-11-02","4500","181168","10400","servicio y distribucion","1 kit dist, 1 correa alt, 2 lts refrig, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 3 escobillas"
"3142","1270","2018-11-06","1600","176291","1950","reemplazo bomba agua","1 bomba agua, 1 refrig"
"3143","986","2018-11-06","900","103441","900","reemplazo termostato","1 termostato, 1 refrig"
"3144","1369","2018-11-06","1600","288304","0","embrague","ninguno"
"3145","1103","2018-11-08","3500","53365","4200","servicio y arranque","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite, 4 balanceos, 1 juego carbones"
"3146","858","2018-11-07","2800","207964","5070","servicio, tren delantero","1 rotula, 1 bieleta, 1 filtro de aire, 1 filtro de aceite, 5 lts de aceite, 1 alineacion"
"3147","1370","2018-10-01","2000","65130","3540","servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro de comb, 5 lts de aceite, 4 bujias, 1 varilla aceite"
"3148","1371","2018-10-12","3200","201124","0","cambio de caÃ±o rigido, caja porta termostato y bujias (provistas)","ninguno"
"3149","1100","2018-11-30","2000","108126","1800","servicio","5 lts aceite"
"3150","787","2018-11-30","1800","172897","0","reparacion soporte motor","ninguno"
"3151","1372","2019-01-04","6000","43653","5200","soldado de carter y cambio aceite y filtros","1 taco, 1 soldadura carter, 1 filtro aceite, 5 lts aceite"
"3152","1373","2018-12-06","5000","70123","10500","embrague","1 ruleman embrague, 1 kit embrague, 1 bombin embrague, 2 retenes semieje"
"3153","1128","2019-01-02","4500","76573","3700","limpieza iny, cambio bujias","1 diag, 1 juego cables, 4 bujias"
"3154","1374","2018-12-14","2000","73176","3540","servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro comb, 5 lts de aceite, 4 balanceos"
"3155","1173","2018-12-14","2000","46324","2910","servicio","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite"
"3156","983","2018-12-12","2000","43511","2910","servicio","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite"
"3157","1133","2018-11-23","2000","109925","3660","servicio","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite"
"3158","1375","2019-02-28","4000","59691","8890","distribucion, bomba agua","1 kit distribucion, 1 bomba agua, 1 correa alt, 1 refrig"
"3159","1376","2019-02-25","4500","113487","0","distribucion (provistos)","ninguno"
"3160","1220","2019-02-27","0","83648","3380","reemplazo bateria","1 bateria"
"3161","1279","2019-02-27","2300","199907","0","reemplazo polea alternador (provista)","ninguno"
"3162","951","2018-11-23","2800","95820","4080","servicio","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite, 1 junta tapa valvulas"
"3163","1377","2018-12-11","2000","46199","4220","servicio","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite, 1 juego de bujias"
"3164","1173","2019-02-25","800","46324","1780","reemplazo pastillas","1 juego pastillas"
"3165","1378","2019-05-29","3000","77477","3560","servicio reemplazo de bujes y carbones","1 kit carbones, 2 bujes, 1 filtro de aire, 1 filtro de aceite, 5 lts de aceite"
"3166","1014","2019-05-15","5000","70774","10750","servicio y distribucion","1 filtro de aire, 1 filtro de aceite, 1 filtro comb, 5 lts de aceite, 1 kit distribucion, 1 tensor fijo, 1 correa alternador"
"3167","820","2019-05-17","5000","333822","20600","distribucion","1 reparacion bomba iny, 1 kit distribucion"
"3168","858","2019-05-10","2000","230030","3280","servicio","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite, balanceos"
"3169","1379","2019-05-24","3500","99534","0","distribucion","1 kit distribucion completo (provisto)"
"3170","1380","2019-05-27","1800","77422","4030","servicio y correa","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite, 1 correa alt"
"3171","1181","2019-05-28","5000","123306","7800","servicio y distribucion","1 tensor, 1 kit distribucion, 1 filtro de aire, 1 filtro de aceite, 5 lts de aceite, 1 limp circuito, 1 correa a/a y alt, 1 lamp"
"3172","1199","2019-05-24","7000","136700","11930","servicio y limpieza de turbo","1 diag, 1 filtro de aire, 1 filtro de aceite, 1 filtro comb, 7 lts de aceite, 1 reparacion turbo"
"3173","467","2019-05-23","3500","312339","6360","servicio y reemplazo manguera","1 filtro de aire, 1 filtro de aceite, 1 filtro comb, 7 lts de aceite, 1 manguera"
"3174","1354","2019-05-24","2000","23260","3360","servicio","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite, 1 refrig"
"3175","801","2019-05-22","2200","143251","3840","servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro comb, 5 lts de aceite"
"3176","1060","2019-05-16","2000","74348","3400","servicio","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite"
"3177","1056","2019-05-14","4500","140621","0","correa alt","ninguno"
"3178","1177","2019-05-15","2000","70209","4880","servicio cambio pastillas","1 filtro de aire, 1 filtro de aceite, 5 lts de aceite, 1 juego pastillas"
"3179","1381","2019-05-07","6000","156134","8780","reparacion caja","3 lts grasa caja, 1 reparacion caja, 1 taco motor"
"3180","1382","2019-03-07","4500","112330","2700","reemplazo termostato y distribucion con bomba","1 termostato, 1 refrig"
"3181","1204","2019-04-17","2000","110063","3300","aceite caja","3 lts aceite caja"
"3182","1075","2019-04-17","2800","89199","6250","servicio","1 limpieza circuito, 1 deposito, 1 filtro aire, 1 filtro aceite, 1 filtro combustible, 4 lts aceite, 4 bujias, 1 juego pastillas, 4 balanceos"
"3183","1383","2019-04-18","5000","170627","0","dist y serv","provistos"
"3184","583","2019-04-22","800","254146","1000","reparacion picos nafta","reparacion picos nafta, 2 lts aceite caja"
"3185","1384","2019-04-11","4000","66873","5810","reemplazo retenes semieje, fuelle semieje y taco caja","1 casoleta, 1 juego pastillas, 1 fuelle semieje, 2 retenes semieje, 1 taco caja"
"3186","93","2019-04-22","1500","139414","2960","reemplazo pipeta portatermostato","1 pipeta portatermostato, 1 refrig, 1 reparacion resistencia"
"3187","1178","2019-04-24","2500","149470","4030","servicio y reemplazo bieleta","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 bieleta susp"
"3188","1385","2019-05-02","2000","60698","5580","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 1 juego pastillas, 4 balanceos"
"3189","1063","2019-05-03","2000","68870","5450","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 1 bulbo temp, 4 balanceos"
"3190","1386","2019-05-02","5000","130924","10875","distribucion y servicio","1 kit distribucion, 1 tensor movil, 1 tensor fijo, 1 correa alt, 1 bomba agua, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"3191","1387","2019-04-30","2500","0","1580","cambio aceite","4 lts aceite, 1 filtro aceite"
